customerid,birthdate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,loannumber,loanamount,totaldue,termdays,days_in_advance,due_day,approveddate,good_bad_flag
8a8588f35438fe12015444567666018e,1984-09-18 00:00:00.000000,Other,11.1393496,10.2920413,EcoBank,Permanent,missing,6,10000.0,11750.0,17.5,-0.8333333333333334,15.833333333333334,2017-07-06 14:52:57,Good
8a858f275c451af5015c49a2c43b5fb2,1985-10-23 00:00:00.000000,Savings,3.2987679,6.6817293,Sterling Bank,Permanent,missing,1,10000.0,13000.0,30.0,4.0,26.0,2017-07-16 16:54:48,Good
8a858e2155defefd0155e12953ee00a1,1989-06-09 00:00:00.000000,Other,8.00851,4.54539,First Bank,Permanent,Graduate,10,27000.0,31195.0,33.0,3.8,9.5,2017-07-06 22:37:12,Good
8a858e4b5a7f868b015a80f3822d505b,1987-08-03 00:00:00.000000,Savings,3.3920645,6.5083683,GT Bank,Permanent,missing,5,14000.0,17600.0,30.0,1.8,26.2,2017-07-25 21:21:47,Good
8a858f125c5f88b1015c603d2810428c,1984-04-19 00:00:00.000000,Savings,7.0481835,4.8426899,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,3.0,2017-07-06 07:21:58,Good
8a858ee75a6156c0015a635f394a5f79,1982-08-09 00:00:00.000000,Savings,3.9395519,7.4118193,Access Bank,Permanent,missing,6,15000.0,18550.0,30.0,6.666666666666667,16.166666666666668,2017-07-29 07:47:49,Good
8a858f445d41ebbe015d50c105334acc,1986-12-19 00:00:00.000000,Savings,3.2148502,6.538267,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,22.0,16.0,2017-07-25 17:45:13,Good
8a858f285d3ca5c4015d3cbb1f94073a,1977-07-29 00:00:00.000000,Current,7.0358424,4.8050149,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,6.0,2.0,2017-07-28 15:19:09,Good
8a858f225bfdb280015c108bf6f53281,1987-10-07 00:00:00.000000,Savings,3.3343336,6.5223702,Union Bank,Permanent,missing,1,10000.0,13000.0,30.0,-2.0,25.0,2017-07-29 13:21:25,Good
8a858f7e564ad338015654d3a5c242a5,1988-05-19 00:00:00.000000,Other,8.6713276,9.0830135,GT Bank,Permanent,missing,7,14285.714285714286,17928.571428571428,30.0,7.714285714285714,11.142857142857142,2017-07-08 11:23:48,Good
8a858ea4582fcdc80158338316a258e3,1979-10-10 00:00:00.000000,Other,5.1889972,7.2826919,FCMB,Permanent,Graduate,9,17777.777777777777,21044.444444444445,26.666666666666668,1.8888888888888888,23.22222222222222,2017-07-24 04:30:55,Good
8a858f3c5c16cadb015c177e274650b9,1976-06-27 00:00:00.000000,Savings,5.7936891,5.5584987,Zenith Bank,Permanent,missing,1,10000.0,13000.0,30.0,6.0,24.0,2017-07-18 15:01:08,Good
8a858ec555f82a230155f92ff37d0b31,1983-01-19 00:00:00.000000,Other,7.4104488,9.1078476,Zenith Bank,Self-Employed,Post-Graduate,11,30454.545454545456,35570.454545454544,45.0,2.909090909090909,10.181818181818182,2017-07-14 15:05:09,Good
8a858f255cb1710a015cb56393f60d1b,1973-01-20 00:00:00.000000,Savings,3.319583,6.5694544,Skye Bank,Permanent,missing,1,10000.0,13000.0,30.0,2.0,17.0,2017-07-24 07:46:33,Good
8a858f6f5b3f095b015b4083532532a0,1991-11-25 00:00:00.000000,Savings,3.516056,6.6697184,Access Bank,Permanent,missing,1,10000.0,13000.0,30.0,8.0,13.0,2017-07-21 22:03:47,Good
8a858fa257d8223c0157e7e6ce253dd8,1988-10-03 00:00:00.000000,Other,7.5113568,9.1255927,Access Bank,Permanent,Graduate,2,10000.0,13000.0,30.0,-9.0,10.0,2017-07-24 17:05:34,Good
8a858f335cd0c78e015cd435d7192800,1981-07-22 00:00:00.000000,Savings,2.957738,6.5342122,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,1.0,19.0,2017-07-18 21:32:19,Good
8a858953548fb0c001549b31ac5f6dda,1985-02-25 00:00:00.000000,Other,3.3767344,6.5477946,Stanbic IBTC,Unemployed,Graduate,12,17083.333333333332,20022.916666666668,28.75,7.0,15.333333333333334,2017-07-21 11:24:21,Good
8a858eba5b681df4015b7b63e6ed6a23,1988-06-26 00:00:00.000000,Savings,3.4229723,6.4652291,First Bank,Permanent,missing,3,10000.0,12500.0,25.0,-2.6666666666666665,2.6666666666666665,2017-07-22 19:14:11,Good
8a858ee55cb156e6015cb650b14467f0,1995-03-03 00:00:00.000000,Savings,5.6085082,6.4026569,First Bank,Student,missing,1,10000.0,13000.0,30.0,23.0,4.0,2017-07-17 15:57:51,Good
8a858f9157f7b9670157fa9d4e7546e0,1974-07-22 00:00:00.000000,Other,7.3977534,5.1088625,First Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,25.0,2017-07-26 19:15:46,Good
8a85883353d0c4e90153dfca251168bc,1989-02-28 00:00:00.000000,Other,7.3592521,9.0401384,GT Bank,Self-Employed,missing,8,17500.0,20975.0,31.875,1.75,20.25,2017-07-23 19:04:53,Bad
8a858fa55acd8061015ad15eb8b47940,1989-10-14 00:00:00.000000,Savings,8.3475513,4.9696443,Zenith Bank,Permanent,missing,3,10000.0,13000.0,30.0,1.3333333333333333,18.666666666666668,2017-07-02 05:04:06,Good
8a8589a053acc39e0153b217f3d031cb,1988-01-31 00:00:00.000000,Other,7.3814717,9.170555,Standard Chartered,Permanent,missing,8,13125.0,15496.875,24.375,3.75,12.625,2017-07-07 21:19:01,Good
8a858e2e5bb57a37015bbe3c1af53cac,1989-12-15 00:00:00.000000,Savings,3.57922,7.9863467,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,2.0,2.5,2017-07-02 19:15:39,Good
8a8588c9548a33b201548b3cdb0f0c53,1989-07-09 00:00:00.000000,Savings,-117.8225091,33.883619,GT Bank,Permanent,Graduate,1,10000.0,13000.0,30.0,-13.0,7.0,2017-07-27 20:12:02,Bad
8a858e345bd96da8015bdcde39b37570,1983-08-19 00:00:00.000000,Savings,5.6301086,6.3376363,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,0.0,5.0,2017-07-05 06:54:33,Good
8a858e0f5c45466f015c4a6560255de7,1983-05-27 00:00:00.000000,Savings,3.3281894,6.4662308,Stanbic IBTC,Permanent,missing,2,10000.0,13000.0,30.0,3.5,25.0,2017-07-23 17:43:34,Good
8a858fe758dc437a0158e524adb32ae2,1990-03-28 00:00:00.000000,Savings,7.4659083,9.0777383,EcoBank,Permanent,missing,10,22000.0,24990.0,24.0,2.1,16.5,2017-07-20 11:02:19,Good
8a858e185b4923b4015b4ae48d28646a,1987-06-09 00:00:00.000000,Savings,3.3965242,6.6279429,GT Bank,Permanent,missing,3,10000.0,11500.0,15.0,-1.3333333333333333,23.666666666666668,2017-07-26 10:53:05,Good
8a858f725be8d4ff015bec5207ce5524,1985-09-29 00:00:00.000000,Savings,3.334732,7.1176565,First Bank,Permanent,missing,2,10000.0,13000.0,30.0,0.0,25.0,2017-07-29 16:55:26,Bad
8a858e2c5cc64f70015cc942825e71ae,1985-12-14 00:00:00.000000,Savings,3.3831598,6.6290094,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,4.0,21.0,2017-07-18 08:31:33,Good
8a858fba5cd5feee015cdb7d7d574f0f,1973-11-23 00:00:00.000000,Savings,6.555882,9.6033069,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,7.0,31.0,2017-07-24 21:03:20,Good
8a858fd85b685607015b75c2390b7173,1987-12-23 00:00:00.000000,Savings,3.2949932,6.5583985,First Bank,Permanent,missing,4,10000.0,12625.0,26.25,3.25,15.5,2017-07-26 22:24:15,Good
8a858fe8555f401f0155679de3f04eb4,1987-06-26 00:00:00.000000,Other,3.8968769,7.4179263,GT Bank,Permanent,missing,3,10000.0,13000.0,30.0,0.0,8.0,2017-07-11 05:53:18,Good
8a8589b953bc23f70153c887b4b45c9a,1993-02-12 00:00:00.000000,Other,3.3144404,6.6769796,GT Bank,Permanent,missing,12,18583.333333333332,21740.625,27.5,2.6666666666666665,13.416666666666666,2017-07-28 11:57:04,Good
8a858e935b496584015b496cdac50369,1990-07-04 00:00:00.000000,Savings,3.3882952,6.596244,GT Bank,Permanent,missing,4,10000.0,11500.0,15.0,-4.25,15.75,2017-07-16 23:20:04,Bad
8a858e1d5b2510b2015b2c76fe45726a,1966-04-21 00:00:00.000000,Savings,11.3448923,8.9465271,First Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,17.0,2017-07-15 06:33:49,Good
8a76e7d443e6e97c0143ed0a1f4d5331,1978-04-16 00:00:00.000000,Other,3.4062008,6.4437583,Access Bank,Permanent,Post-Graduate,4,10000.0,12812.5,30.0,5.0,15.75,2017-07-13 11:45:07,Good
8a8588bd5369b66d01536e7b60501609,1979-06-04 00:00:00.000000,Other,3.474824,6.4343964,Zenith Bank,Permanent,Graduate,2,10000.0,13000.0,30.0,4.5,16.5,2017-07-06 21:02:56,Good
8a858f985b3db23f015b3ddf9cd73ed5,1983-04-10 00:00:00.000000,Savings,3.2924948,6.5461386,GT Bank,Permanent,missing,3,10000.0,13000.0,30.0,6.0,6.0,2017-07-01 22:40:21,Good
8a858eae5c356262015c35894b181c1b,1985-01-18 00:00:00.000000,Savings,7.438285,10.5440267,Fidelity Bank,Permanent,missing,1,10000.0,13000.0,30.0,21.0,4.0,2017-07-14 12:16:44,Good
8a858e6d5b252065015b2fa1ee3843da,1985-11-23 00:00:00.000000,Savings,3.3808276,6.6017004,GT Bank,Permanent,missing,3,10000.0,11500.0,15.0,6.666666666666667,16.666666666666668,2017-07-09 10:26:22,Bad
8a858f6e5a951fc2015a9e8c2e4f4436,1975-06-25 00:00:00.000000,Savings,3.2932916,6.6048079,Access Bank,Permanent,missing,4,12500.0,15875.0,30.0,1.75,2.75,2017-07-04 06:21:27,Good
8a858e2d5bc95851015bc98eb8fc1575,1986-07-28 00:00:00.000000,Savings,3.3771577,6.6248323,GT Bank,Permanent,missing,3,10000.0,11500.0,15.0,-2.6666666666666665,18.0,2017-07-04 10:13:35,Bad
8a858f6057e2dba50157f3558ac902d4,1986-03-30 00:00:00.000000,Other,7.2421228,5.4917091,GT Bank,Student,Graduate,4,10000.0,13000.0,30.0,-0.5,20.0,2017-07-20 21:02:25,Good
8a858e885c63d379015c730aa5f46f8b,1984-12-03 00:00:00.000000,Savings,3.1545941,6.4674226,First Bank,Permanent,missing,1,10000.0,13000.0,30.0,5.0,4.0,2017-07-01 18:31:18,Good
8a858fd35b5dfefb015b5e18a7ee15aa,1987-07-01 00:00:00.000000,Savings,3.5833256,6.4672584,First Bank,Permanent,missing,5,14000.0,17000.0,24.0,7.6,22.0,2017-07-21 02:37:12,Good
8a858eea5c82f136015c82f59f3201c7,1990-05-30 00:00:00.000000,Savings,3.374589,7.1541192,Diamond Bank,Permanent,missing,1,10000.0,11500.0,15.0,-13.0,23.0,2017-07-06 18:16:52,Bad
8a858f7e5c69a6e3015c74334d791005,1987-09-13 00:00:00.000000,Savings,3.3211912,6.5187057,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,4.0,2017-07-19 21:10:13,Good
8a858e6a5bfd4b54015c067c589f44c6,1973-02-26 00:00:00.000000,Savings,3.3981118,7.1416558,GT Bank,Permanent,missing,3,10000.0,12500.0,25.0,1.3333333333333333,23.666666666666668,2017-07-25 14:51:36,Good
8a858fa257d8223c0157e3c2a5e45d82,1991-11-08 00:00:00.000000,Other,7.485359,9.0675955,GT Bank,Permanent,Graduate,5,14000.0,16560.0,21.0,-0.8,11.8,2017-07-11 17:07:53,Good
8a8588dc536a1413015375acd19d4154,1990-03-19 00:00:00.000000,Savings,3.5115594,6.437171,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,3.0,5.0,2017-07-06 18:32:18,Bad
8a858e225c404292015c4f19fdfb148a,1983-01-09 00:00:00.000000,Savings,3.3522491,6.6335178,GT Bank,Permanent,missing,2,10000.0,12250.0,22.5,4.5,8.0,2017-07-05 21:33:23,Good
8a858e865bd4175e015bd85ed8ed6940,1992-01-23 00:00:00.000000,Savings,3.3617217,6.5756123,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,5.0,7.5,2017-07-04 12:49:34,Good
8a858f73594ab1ea01595e72de584bca,1986-05-08 00:00:00.000000,Savings,-7.2394455,54.998841,GT Bank,Permanent,missing,6,10000.0,12750.0,27.5,1.3333333333333333,15.333333333333334,2017-07-20 18:53:35,Good
8a858ff5562dc3b601562e96135108e3,1995-06-29 00:00:00.000000,Other,7.3862093,9.1091071,UBA,Self-Employed,missing,9,12222.222222222223,14944.444444444445,30.0,0.2222222222222222,16.11111111111111,2017-07-12 06:39:01,Good
8a858fdc57b91cfc0157d2d576b01016,1992-09-04 00:00:00.000000,Savings,3.3027339,6.6511226,GT Bank,Student,Graduate,1,30000.0,39000.0,60.0,0.0,10.0,2017-07-18 13:07:20,Bad
8a858ef45cd09b8c015cd4d82f22728d,1995-02-12 00:00:00.000000,Savings,3.376556,6.5322733,Access Bank,Permanent,missing,1,10000.0,13000.0,30.0,-1.0,25.0,2017-07-27 06:39:58,Good
8a858f725b49c0c0015b4de5320b0e90,1985-09-07 00:00:00.000000,Savings,7.9020775,8.8469304,GT Bank,Unemployed,missing,1,10000.0,13000.0,30.0,3.0,8.0,2017-07-25 17:22:09,Bad
8a858e205af28299015af2acd2ff06a6,1987-02-20 00:00:00.000000,Current,3.385279,6.4538194,GT Bank,Permanent,missing,2,10000.0,11500.0,15.0,4.5,4.5,2017-07-21 10:38:57,Good
8a858ed457a040d30157b40881a25091,1992-02-24 00:00:00.000000,Other,3.3394918,7.134875,GT Bank,Permanent,Post-Graduate,7,14285.714285714286,17728.571428571428,30.0,6.0,9.285714285714286,2017-07-04 09:55:59,Good
8a858f2a5b3f2121015b42331f955db2,1991-08-14 00:00:00.000000,Savings,7.3528051,9.1540788,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,1.0,30.0,2017-07-11 12:55:21,Good
8a858e285ba4bf33015ba50277171d93,1986-02-19 00:00:00.000000,Current,7.0389223,4.8052131,Stanbic IBTC,Permanent,missing,4,12500.0,15125.0,22.5,6.25,9.5,2017-07-14 12:22:54,Good
8a858e225c404292015c4bc05b45616d,1979-06-15 00:00:00.000000,Savings,7.3951637,9.0683584,First Bank,Permanent,missing,2,10000.0,12250.0,22.5,1.5,27.0,2017-07-25 15:06:03,Good
8a858ee755a0c84a0155b50a08352311,1978-05-09 00:00:00.000000,Other,7.4110533,9.2174082,GT Bank,Permanent,missing,9,17777.777777777777,21455.555555555555,31.666666666666668,0.2222222222222222,9.333333333333334,2017-07-05 13:22:39,Good
8a8588f754a058cb0154b922d7fe1ffd,1983-04-20 00:00:00.000000,Other,3.3350952,7.1172055,UBA,Permanent,Graduate,10,28000.0,33680.0,45.0,-1.7,15.6,2017-07-14 13:44:33,Bad
8a858f305c8dd672015c92b0711a3333,1989-11-19 00:00:00.000000,Savings,3.3816772,6.4559227,Zenith Bank,Permanent,missing,1,10000.0,11500.0,15.0,7.0,3.0,2017-07-15 10:42:38,Good
8a858f7e5c886ca9015c89471cef5b44,1989-10-18 00:00:00.000000,Savings,4.6183277,8.4771985,UBA,Permanent,missing,1,10000.0,13000.0,30.0,0.0,10.0,2017-07-10 08:10:13,Good
8a858f5d5963fbb701597473936c208a,1985-04-10 00:00:00.000000,Savings,4.8394273,7.0673175,GT Bank,Permanent,missing,5,14000.0,17600.0,30.0,1.6,11.2,2017-07-10 21:13:58,Good
8a858fd85b685607015b70cf46b509b2,1976-12-10 00:00:00.000000,Savings,3.5952734,6.5007525,First Bank,Permanent,missing,4,12500.0,15875.0,30.0,6.5,16.5,2017-07-28 08:28:08,Good
8a858fa154e2912f01551033886c784b,1989-05-16 00:00:00.000000,Savings,3.3421974,6.5954012,GT Bank,Permanent,Graduate,4,9500.0,11600.0,22.5,8.25,15.0,2017-07-20 08:01:05,Good
8a858e5357d823010157ddcb238e0d02,1990-10-16 00:00:00.000000,Other,7.4501588,9.03617029,Sterling Bank,Permanent,Graduate,3,10000.0,13000.0,30.0,-0.6666666666666666,17.666666666666668,2017-07-11 06:16:21,Bad
8a8588fd53f1099e01540ec7527b308c,1980-11-28 00:00:00.000000,Savings,7.0671256,5.4567781,Diamond Bank,Permanent,Graduate,14,24285.714285714286,28442.85714285714,32.142857142857146,1.2142857142857142,15.785714285714286,2017-07-26 01:45:33,Bad
8a858eba5c884d2a015c8bea59385157,1983-03-12 00:00:00.000000,Savings,3.4938708,6.6240294,Heritage Bank,Permanent,missing,2,10000.0,12250.0,22.5,11.0,8.5,2017-07-05 16:38:39,Good
8a858f11594a388001595ad3f6c06395,1993-05-20 00:00:00.000000,Savings,7.1732091,4.4177358,EcoBank,Permanent,missing,6,10000.0,12841.666666666666,30.0,0.8333333333333334,7.166666666666667,2017-07-03 16:01:47,Good
8a8588dd54a3ead30154ada314c44e09,1980-06-15 00:00:00.000000,Other,7.4252793,10.4635392,GT Bank,Permanent,Post-Graduate,6,18333.333333333332,21333.333333333332,22.5,5.333333333333333,25.0,2017-07-25 09:33:43,Good
8a85886f54517ee0015470749d3c3ce7,1985-03-15 00:00:00.000000,Other,5.629202,6.2703713,GT Bank,Self-Employed,Graduate,21,30476.190476190477,33879.76190476191,25.0,5.857142857142857,15.047619047619047,2017-07-15 20:48:14,Good
8a858e5856b7840c0156c2db475368e4,1994-10-06 00:00:00.000000,Other,4.1873985,7.3841842,Diamond Bank,Student,missing,4,11250.0,14343.75,30.0,12.5,22.5,2017-07-25 17:01:26,Good
8a858eda552adcc2015553a6385628e7,1987-07-18 00:00:00.000000,Savings,3.3844048,6.5358295,Fidelity Bank,Permanent,missing,4,10000.0,13000.0,30.0,6.75,10.0,2017-07-05 08:01:14,Good
8a858e885c63d379015c682355b72343,1981-04-02 00:00:00.000000,Savings,3.774967,6.4633888,GT Bank,Permanent,Graduate,1,10000.0,13000.0,30.0,12.0,13.0,2017-07-01 22:31:57,Good
8a858f955cc6631f015ccabe708129ed,1992-05-05 00:00:00.000000,Savings,6.8035583,6.1450524,Access Bank,Permanent,missing,1,10000.0,13000.0,30.0,18.0,24.0,2017-07-06 20:12:28,Bad
8a858eda5c8863ff015c911534db43b8,1985-08-21 00:00:00.000000,Savings,3.3527862,6.5081435,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,11.0,27.0,2017-07-17 10:59:02,Good
8a858e0256b781d80156d77deb7222b8,1967-10-20 00:00:00.000000,Other,3.3045909,6.503161,Diamond Bank,Self-Employed,Graduate,6,11666.666666666666,14095.833333333334,25.0,8.5,18.333333333333332,2017-07-24 09:22:08,Good
8a858fd45a4260bc015a469e3c74060a,1994-06-18 00:00:00.000000,Savings,4.0071483,6.9559802,UBA,Permanent,missing,1,10000.0,13000.0,30.0,-19.0,20.0,2017-07-01 23:33:16,Bad
8a8589b953bc23f70153c871f9e25781,1985-10-06 00:00:00.000000,Savings,7.4970383,9.0886107,First Bank,Permanent,missing,5,20000.0,23150.0,24.0,-2.4,25.4,2017-07-24 09:59:26,Good
8a8589b953bc23f70153c79a4b241b3d,1987-05-05 00:00:00.000000,Other,3.357145,6.4994507,GT Bank,Permanent,Post-Graduate,16,27500.0,31600.0,30.0,1.6875,19.75,2017-07-24 18:24:23,Bad
8a858f035ab947e3015abdb1094c6d45,1991-04-02 00:00:00.000000,Savings,3.4205973,6.4428334,GT Bank,Permanent,missing,6,11666.666666666666,13166.666666666666,15.0,4.833333333333333,11.833333333333334,2017-07-24 07:07:23,Good
8a858f1f586c8fc801586cc4516e1b5c,1982-12-04 00:00:00.000000,Savings,7.0079132,4.9012676,Skye Bank,Permanent,missing,2,10000.0,13000.0,30.0,-14.5,12.0,2017-07-24 17:26:30,Good
8a858fe758dc437a0158eb12515362d4,1986-01-04 00:00:00.000000,Savings,3.9246458,7.4104501,GT Bank,Permanent,missing,4,12500.0,15875.0,30.0,6.0,18.0,2017-07-20 21:17:57,Good
8a858e425d5c1d76015d5fd6a1004453,1980-11-27 00:00:00.000000,Savings,3.410251,6.4491564,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,5.0,4.0,2017-07-30 16:56:35,Good
8a858f74584a54aa015854d6e7027ac1,1980-03-05 00:00:00.000000,Other,3.3247985,7.1133162,UBA,Permanent,Graduate,7,10000.0,12785.714285714286,27.857142857142858,-2.7142857142857144,15.285714285714286,2017-07-18 07:15:26,Good
8a8589f853f100fb015409cd02170e67,1976-06-16 00:00:00.000000,Savings,7.4904964,9.082846,GT Bank,Permanent,missing,5,13000.0,16375.0,30.0,5.8,7.4,2017-07-07 12:26:14,Good
8a858f5d5963fbb701596945e671298c,1988-05-23 00:00:00.000000,Savings,3.3179602,6.5129674,Zenith Bank,Permanent,missing,10,21000.0,24250.0,24.0,5.7,23.0,2017-07-27 11:39:20,Good
8a858fee5863a049015864ec37223d8b,1992-05-15 00:00:00.000000,Savings,5.2288351,7.6530907,Access Bank,Permanent,missing,3,10000.0,12500.0,25.0,-6.666666666666667,23.0,2017-07-27 13:01:33,Bad
8a8589b953bc23f70153ccc3fd3519c7,1977-05-31 00:00:00.000000,Savings,4.5234217,7.7579379,GT Bank,Permanent,Graduate,2,15000.0,18000.0,30.0,6.5,4.0,2017-07-24 12:05:59,Good
8a858fcf558237b401558b07734101d6,1990-06-24 00:00:00.000000,Other,3.3535378,6.5194252,Zenith Bank,Self-Employed,Post-Graduate,9,25111.11111111111,29277.777777777777,35.0,7.333333333333333,14.777777777777779,2017-07-25 20:14:09,Good
8a858f98560bbe110156217f2b324081,1993-07-16 00:00:00.000000,Other,3.1257478,6.4945495,GT Bank,Student,Graduate,1,10000.0,13000.0,30.0,-12.0,24.0,2017-07-19 14:29:39,Good
8a858f1b5b256bc9015b2f5280ff57dd,1988-11-16 00:00:00.000000,Savings,3.3244938,7.1383391,GT Bank,Permanent,missing,2,10000.0,11500.0,15.0,5.0,24.0,2017-07-01 09:12:30,Good
8a858f9f5bd99987015be35f3b5730fe,1983-08-01 00:00:00.000000,Savings,3.4067149,6.4488116,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,0.0,14.5,2017-07-15 12:50:55,Bad
8a858ed55c63db54015c705c10a864c9,1979-01-23 00:00:00.000000,Savings,7.5651808,9.0249811,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,-2.0,4.0,2017-07-20 20:36:23,Bad
8a858e595b42b641015b42bed45707ec,1988-06-23 00:00:00.000000,Savings,3.3257981,6.5170413,GT Bank,Permanent,missing,4,12500.0,14750.0,18.75,1.75,15.75,2017-07-08 22:57:42,Good
8a858f0c57d3fe8e0157dcd14f854fb7,1985-11-27 00:00:00.000000,Savings,3.928282,7.3993196,EcoBank,Permanent,Post-Graduate,2,10000.0,13000.0,30.0,-31.5,14.0,2017-07-27 12:46:25,Bad
8a858e36590808e301592ae6ca1a0f3b,1981-01-21 00:00:00.000000,Savings,6.8593911,5.853346,Access Bank,Permanent,missing,7,16428.571428571428,19810.714285714286,27.857142857142858,2.5714285714285716,10.857142857142858,2017-07-28 15:14:33,Good
8a85890754145ace015429211b513e16,1977-10-10 00:00:00.000000,Savings,3.9857698,7.4917081,First Bank,Permanent,missing,2,10000.0,12250.0,22.5,-7.5,7.5,2017-07-27 19:00:41,Good
8a858eaf570f3a0a01571e1288e00047,1984-06-12 00:00:00.000000,Other,7.4147306,10.5361755,GT Bank,Permanent,Graduate,7,17857.14285714286,22003.571428571428,38.57142857142857,3.857142857142857,14.285714285714286,2017-07-01 20:50:43,Good
8a858f505c7e3a50015c81f70ee35ff5,1992-02-11 00:00:00.000000,Savings,3.3667615,7.1561758,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,14.5,17.0,2017-07-18 10:09:26,Good
8a858e3c5cac9fcc015cb09fdd925a5a,1992-04-10 00:00:00.000000,Savings,3.2877592,7.1772516,Sterling Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,17.0,2017-07-21 14:59:25,Bad
