customerid,bank_account_type,bank_name_clients,employment_status_clients,level_of_education_clients,loannumber,loanamount,totaldue,termdays,days_in_advance,due_day,approveddate,good_bad_flag,birth_year,age,age_category
8a858eda5c8863ff015c911534db43b8,Savings,Access Bank,Permanent,missing,1,10000.0,11500.0,15.0,11.0,27.0,2017-07-17 10:59:02,Good,1985,38,adults
8a858e0256b781d80156d77deb7222b8,Other,Diamond Bank,Self-Employed,Graduate,6,11666.666666666666,14095.833333333334,25.0,8.5,18.333333333333332,2017-07-24 09:22:08,Good,1967,55,adults
8a858fd45a4260bc015a469e3c74060a,Savings,UBA,Permanent,missing,1,10000.0,13000.0,30.0,-19.0,20.0,2017-07-01 23:33:16,Bad,1994,29,youth
8a8589b953bc23f70153c871f9e25781,Savings,First Bank,Permanent,missing,5,20000.0,23150.0,24.0,-2.4,25.4,2017-07-24 09:59:26,Good,1985,37,adults
8a8589b953bc23f70153c79a4b241b3d,Other,GT Bank,Permanent,Post-Graduate,16,27500.0,31600.0,30.0,1.6875,19.75,2017-07-24 18:24:23,Bad,1987,36,adults
8a858f035ab947e3015abdb1094c6d45,Savings,GT Bank,Permanent,missing,6,11666.666666666666,13166.666666666666,15.0,4.833333333333333,11.833333333333334,2017-07-24 07:07:23,Good,1991,32,youth
8a858f1f586c8fc801586cc4516e1b5c,Savings,Skye Bank,Permanent,missing,2,10000.0,13000.0,30.0,-14.5,12.0,2017-07-24 17:26:30,Good,1982,40,adults
8a858fe758dc437a0158eb12515362d4,Savings,GT Bank,Permanent,missing,4,12500.0,15875.0,30.0,6.0,18.0,2017-07-20 21:17:57,Good,1986,37,adults
8a858e425d5c1d76015d5fd6a1004453,Savings,GT Bank,Permanent,missing,1,10000.0,11500.0,15.0,5.0,4.0,2017-07-30 16:56:35,Good,1980,42,adults
8a858f74584a54aa015854d6e7027ac1,Other,UBA,Permanent,Graduate,7,10000.0,12785.714285714286,27.857142857142858,-2.7142857142857144,15.285714285714286,2017-07-18 07:15:26,Good,1980,43,adults
8a8589f853f100fb015409cd02170e67,Savings,GT Bank,Permanent,missing,5,13000.0,16375.0,30.0,5.8,7.4,2017-07-07 12:26:14,Good,1976,47,adults
8a858f5d5963fbb701596945e671298c,Savings,Zenith Bank,Permanent,missing,10,21000.0,24250.0,24.0,5.7,23.0,2017-07-27 11:39:20,Good,1988,35,adults
8a858fee5863a049015864ec37223d8b,Savings,Access Bank,Permanent,missing,3,10000.0,12500.0,25.0,-6.666666666666667,23.0,2017-07-27 13:01:33,Bad,1992,31,youth
8a8589b953bc23f70153ccc3fd3519c7,Savings,GT Bank,Permanent,Graduate,2,15000.0,18000.0,30.0,6.5,4.0,2017-07-24 12:05:59,Good,1977,46,adults
8a858fcf558237b401558b07734101d6,Other,Zenith Bank,Self-Employed,Post-Graduate,9,25111.11111111111,29277.777777777777,35.0,7.333333333333333,14.777777777777779,2017-07-25 20:14:09,Good,1990,33,youth
8a858f98560bbe110156217f2b324081,Other,GT Bank,Student,Graduate,1,10000.0,13000.0,30.0,-12.0,24.0,2017-07-19 14:29:39,Good,1993,30,youth
8a858f1b5b256bc9015b2f5280ff57dd,Savings,GT Bank,Permanent,missing,2,10000.0,11500.0,15.0,5.0,24.0,2017-07-01 09:12:30,Good,1988,34,youth
8a858f9f5bd99987015be35f3b5730fe,Savings,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,0.0,14.5,2017-07-15 12:50:55,Bad,1983,40,adults
8a858ed55c63db54015c705c10a864c9,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,-2.0,4.0,2017-07-20 20:36:23,Bad,1979,44,adults
8a858e595b42b641015b42bed45707ec,Savings,GT Bank,Permanent,missing,4,12500.0,14750.0,18.75,1.75,15.75,2017-07-08 22:57:42,Good,1988,35,adults
8a858f0c57d3fe8e0157dcd14f854fb7,Savings,EcoBank,Permanent,Post-Graduate,2,10000.0,13000.0,30.0,-31.5,14.0,2017-07-27 12:46:25,Bad,1985,37,adults
8a858e36590808e301592ae6ca1a0f3b,Savings,Access Bank,Permanent,missing,7,16428.571428571428,19810.714285714286,27.857142857142858,2.5714285714285716,10.857142857142858,2017-07-28 15:14:33,Good,1981,42,adults
8a85890754145ace015429211b513e16,Savings,First Bank,Permanent,missing,2,10000.0,12250.0,22.5,-7.5,7.5,2017-07-27 19:00:41,Good,1977,45,adults
8a858eaf570f3a0a01571e1288e00047,Other,GT Bank,Permanent,Graduate,7,17857.14285714286,22003.571428571428,38.57142857142857,3.857142857142857,14.285714285714286,2017-07-01 20:50:43,Good,1984,39,adults
8a858f505c7e3a50015c81f70ee35ff5,Savings,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,14.5,17.0,2017-07-18 10:09:26,Good,1992,31,youth
8a858e3c5cac9fcc015cb09fdd925a5a,Savings,Sterling Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,17.0,2017-07-21 14:59:25,Bad,1992,31,youth
8a858e51584a1fc70158595f611e49e6,Savings,Diamond Bank,Permanent,missing,7,17142.85714285714,21128.571428571428,32.142857142857146,4.0,24.714285714285715,2017-07-15 17:16:55,Good,1974,49,adults
8a858e6a5bfd4b54015c0297d9ee75fb,Savings,EcoBank,Permanent,missing,2,10000.0,13000.0,30.0,-3.5,13.0,2017-07-20 18:10:30,Bad,1980,42,adults
8a858e035693e02901569984732a33ea,Savings,UBA,Permanent,missing,11,25454.545454545456,29890.909090909092,32.72727272727273,5.363636363636363,10.727272727272727,2017-07-15 10:17:42,Bad,1984,39,adults
8a858e105bd92644015be762bf10576f,Savings,GT Bank,Permanent,missing,2,10000.0,12250.0,22.5,0.0,16.5,2017-07-10 14:58:47,Bad,1991,32,youth
8a8589045384bd8301539e05b3d35023,Savings,GT Bank,Self-Employed,Secondary,10,23400.0,27352.5,37.5,1.5,10.5,2017-07-26 11:22:31,Good,1986,37,adults
8a858e285aa8cfc1015aa8fd90951f5a,Current,FCMB,Permanent,missing,3,13333.333333333334,16833.333333333332,30.0,3.3333333333333335,18.666666666666668,2017-07-27 11:01:51,Good,1977,46,adults
8a858ebb5a18039b015a183953ea16cc,Savings,GT Bank,Permanent,missing,9,16666.666666666668,20088.88888888889,28.333333333333332,9.0,14.777777777777779,2017-07-10 12:40:16,Good,1986,36,adults
8a858e6f5668e01701567479d1ae3320,Other,UBA,Permanent,missing,16,28437.5,32304.6875,30.0,8.9375,17.0625,2017-07-07 23:28:50,Good,1989,34,youth
8a858e2159f3c9030159f4336f1925f4,Savings,First Bank,Permanent,missing,8,13750.0,16050.0,18.75,2.625,11.375,2017-07-06 09:53:35,Bad,1980,43,adults
8a858e135cb22031015cb7f9700e06f8,Savings,Zenith Bank,Permanent,missing,2,10000.0,12250.0,22.5,4.0,17.5,2017-07-29 09:51:05,Good,1983,39,adults
8a858f54589736f401589857085e3b5b,Savings,Access Bank,Student,missing,8,18750.0,22525.0,31.875,4.625,20.625,2017-07-17 13:40:41,Good,1992,31,youth
8a858e475c127bce015c1a358a222097,Savings,Diamond Bank,Permanent,missing,2,10000.0,12250.0,22.5,-5.5,3.0,2017-07-14 10:11:47,Bad,1988,34,youth
8a858fcb5ca240f7015ca6656e972612,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,3.0,17.0,2017-07-15 08:10:57,Good,1984,39,adults
8a858fe45cd62cbf015ce93a8a26355d,Savings,Zenith Bank,Permanent,missing,1,10000.0,13000.0,30.0,1.0,27.0,2017-07-26 09:18:34,Good,1985,37,adults
8a858e885b68546c015b736088184034,Savings,GT Bank,Permanent,missing,2,10000.0,13000.0,30.0,-3.5,26.0,2017-07-11 13:40:48,Good,1988,34,youth
8a858f935ca09667015ca0ee3bc63f51,Savings,Skye Bank,Permanent,missing,1,10000.0,13000.0,30.0,0.0,13.0,2017-07-14 13:50:27,Bad,1990,33,youth
8a858e495cef1ef1015cf16757660080,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,22.0,31.0,2017-07-14 15:54:57,Good,1986,37,adults
8a858ea35a5b46ec015a5d1596805e48,Savings,GT Bank,Permanent,missing,5,13000.0,15625.0,24.0,0.4,12.6,2017-07-07 11:59:12,Bad,1988,34,youth
8a858faf55d95d930155db6ec1274592,Other,Diamond Bank,Permanent,missing,11,13454.545454545454,15372.727272727272,17.727272727272727,-1.0909090909090908,21.636363636363637,2017-07-07 16:26:20,Good,1993,29,youth
8a858edf594a45ed01594bd668493b10,Savings,Zenith Bank,Permanent,missing,6,14166.666666666666,16104.166666666666,17.5,7.833333333333333,14.666666666666666,2017-07-02 13:05:57,Good,1983,39,adults
8a858fa25c120898015c16abe1cb45f4,Savings,First Bank,Permanent,missing,2,10000.0,13000.0,30.0,0.0,25.0,2017-07-25 16:56:15,Good,1974,49,adults
8a858f5e5cf45779015cf47ed8db1872,Savings,GT Bank,Permanent,missing,1,10000.0,13000.0,30.0,2.0,31.0,2017-07-29 17:55:51,Good,1991,32,youth
8a858e335d1dd902015d2c79c1c6425b,Savings,Zenith Bank,Permanent,missing,1,10000.0,11500.0,15.0,0.0,25.0,2017-07-25 12:41:29,Good,1983,40,adults
8a858ee75afc09f4015aff3cdad86a6f,Savings,Keystone Bank,Permanent,missing,3,10000.0,13000.0,30.0,-2.0,24.666666666666668,2017-07-05 19:31:22,Good,1976,46,adults
8a858fb15b34a708015b37eeb86e0008,Savings,Diamond Bank,Permanent,missing,3,10000.0,13000.0,30.0,1.3333333333333333,11.666666666666666,2017-07-12 09:11:51,Bad,1978,44,adults
8a858fd75ba49873015ba4e0e0881d32,Savings,UBA,Permanent,missing,3,10000.0,13000.0,30.0,2.0,23.0,2017-07-20 08:40:19,Good,1975,47,adults
8a858f1f58716185015877272a5b5d18,Savings,First Bank,Permanent,missing,8,18125.0,22406.25,35.625,5.875,14.875,2017-07-06 11:53:05,Good,1987,36,adults
